no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,booking_status_Not_Canceled
2,0,1,3,133,6,0,0,0,76.0,0,False,False,False,False,False,False,True
2,0,1,2,3,8,0,0,0,63.5,1,False,False,False,False,False,False,True
2,0,2,0,19,9,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,2,2,86,9,0,0,0,90.95,3,False,False,True,False,False,False,True
2,0,0,2,23,10,0,0,0,98.4,2,False,False,False,False,False,False,True
2,0,0,1,65,9,0,0,0,135.9,1,False,False,False,False,False,False,True
2,0,0,2,1,11,0,0,0,130.0,1,False,False,True,False,False,False,True
2,0,0,1,66,11,0,0,0,81.9,2,False,False,True,False,False,False,True
3,0,1,4,50,2,0,0,0,78.85,1,False,False,False,False,False,False,True
2,0,2,3,87,6,0,0,0,141.3,0,False,False,False,False,False,False,False
2,0,1,1,159,4,0,0,0,70.0,1,False,False,False,False,False,False,True
2,0,2,3,39,8,0,0,0,170.1,2,False,False,False,False,False,False,True
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
2,2,0,5,22,12,0,0,0,199.0,0,False,False,False,False,True,False,True
2,0,2,2,102,7,0,0,0,82.45,0,False,False,True,False,False,False,True
4,0,0,3,86,10,0,0,0,192.86,1,False,False,False,False,False,True,True
2,0,2,2,56,9,0,0,0,185.0,0,False,False,False,False,False,False,True
2,0,2,6,36,12,0,0,0,68.07,1,False,False,False,False,False,False,True
2,0,0,3,50,10,0,0,0,118.8,1,False,False,False,False,False,False,True
2,0,0,2,115,10,0,0,0,104.4,0,False,False,True,False,False,False,False
1,0,0,1,0,3,1,0,12,65.0,0,False,False,False,False,False,False,True
2,0,1,3,35,3,0,0,0,71.1,0,False,False,False,False,False,False,False
2,0,2,1,17,5,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,4,11,237,9,0,0,0,116.62,1,False,False,True,False,False,False,False
2,0,0,4,125,9,0,0,0,136.0,2,False,False,False,False,False,False,True
2,2,2,2,32,12,0,0,0,147.9,0,False,False,False,False,True,False,False
2,0,2,0,5,9,0,0,0,123.7,0,False,False,False,False,False,False,True
2,0,2,1,91,6,0,0,0,135.9,0,False,False,False,False,False,False,False
2,0,0,2,102,10,0,0,0,109.0,0,False,False,False,False,False,False,True
3,0,2,1,9,3,0,0,0,186.0,1,False,False,True,False,False,False,True
3,0,1,3,155,12,0,0,0,115.6,1,False,False,True,False,False,False,False
2,2,0,1,0,5,0,0,0,221.0,0,False,False,False,False,True,False,False
1,0,0,3,11,9,0,0,0,65.0,0,False,False,False,False,False,False,True
1,0,0,1,0,2,0,0,0,80.0,0,False,False,False,False,False,False,True
2,1,1,4,86,3,0,0,0,73.83,0,False,False,False,False,False,False,True
1,0,0,1,18,10,1,3,19,67.0,0,False,False,False,False,False,False,True
2,0,0,2,58,3,0,0,0,80.3,1,False,False,False,False,False,False,True
2,0,2,1,54,4,0,0,0,85.0,0,False,False,False,False,False,False,True
2,1,2,3,25,7,0,0,0,152.1,1,False,False,False,False,False,False,False
2,0,0,2,107,9,0,0,0,89.25,1,False,False,False,False,False,False,True
1,0,0,4,100,9,0,0,0,110.0,0,False,False,False,False,False,False,True
2,0,1,2,273,5,0,0,0,95.0,0,False,False,False,False,False,False,False
2,0,0,1,29,3,0,0,0,79.0,0,False,False,False,False,False,False,True
2,0,0,1,221,8,0,0,0,80.0,0,False,False,False,False,False,False,False
2,0,2,2,213,10,0,0,0,102.85,2,False,False,False,False,False,False,False
2,0,1,2,198,9,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,1,2,81,1,0,0,0,62.37,2,True,False,False,False,False,False,True
2,0,0,1,23,4,0,0,0,98.0,0,False,False,False,False,False,False,True
2,0,0,3,26,9,0,0,0,117.67,1,False,False,False,False,False,False,False
2,0,2,1,20,6,0,0,0,141.0,1,False,False,False,False,False,False,True
2,1,1,3,124,12,0,0,0,156.61,2,False,False,False,False,True,False,False
3,0,0,3,85,8,0,0,0,152.1,0,False,False,True,False,False,False,False
2,0,0,1,167,8,0,0,0,105.3,0,False,False,False,False,False,False,False
2,0,1,3,71,5,0,0,0,119.85,1,False,False,False,False,False,False,True
2,0,0,2,48,11,0,0,0,97.2,2,False,False,False,False,False,False,True
1,0,0,1,37,5,0,0,0,116.1,0,False,False,False,False,False,False,True
3,0,2,2,76,5,0,0,0,150.45,0,False,False,True,False,False,False,False
1,0,0,1,13,1,0,0,0,71.0,0,False,False,False,False,False,False,True
1,0,1,0,3,6,0,0,0,0.0,0,False,False,False,False,False,False,True
2,0,1,2,75,12,0,0,0,60.0,0,False,False,True,False,False,False,True
1,0,0,1,5,4,1,0,1,89.0,1,False,False,False,False,False,False,True
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,1,1,180,5,0,0,0,100.0,1,False,False,False,False,False,False,True
2,0,1,3,122,11,0,0,0,75.9,2,False,False,False,False,False,False,False
2,0,1,2,224,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,2,2,24,5,0,0,0,104.55,2,False,False,False,False,False,False,True
1,0,2,2,162,10,0,0,0,115.0,0,False,False,False,False,False,False,False
3,0,1,1,25,7,0,0,0,187.0,0,False,False,True,False,False,False,False
1,0,0,1,1,8,0,0,0,115.0,0,False,False,False,False,False,False,True
2,0,0,4,236,9,0,0,0,84.43,1,False,False,False,False,False,False,False
2,0,2,3,120,4,0,0,0,90.95,0,False,False,False,False,False,False,False
2,0,1,3,12,3,0,0,0,208.0,1,False,False,True,False,False,False,True
2,0,2,4,224,9,0,0,0,97.18,1,False,False,False,False,False,False,False
1,0,0,4,33,10,0,0,0,79.11,0,False,False,False,False,False,False,True
2,0,0,2,24,5,0,0,0,0.0,0,False,False,False,False,False,False,True
2,0,0,1,22,9,0,0,0,120.0,1,False,False,True,False,False,False,True
2,0,0,3,10,10,0,0,0,126.0,1,False,False,False,False,False,False,True
2,0,0,2,15,2,0,0,0,91.0,1,False,False,False,False,False,False,False
2,0,0,5,230,9,0,0,0,137.0,0,False,False,False,False,False,False,False
2,0,0,4,54,3,0,0,0,67.32,0,False,False,False,False,False,False,True
2,0,0,1,45,10,0,0,0,81.62,0,False,False,False,False,False,False,True
3,0,1,3,63,10,0,0,0,123.66,2,False,False,True,False,False,False,True
2,0,2,1,166,8,0,0,0,94.5,1,False,False,False,False,False,False,True
2,0,1,4,148,8,0,0,0,96.3,0,False,False,False,False,False,False,False
2,0,2,1,136,8,0,0,0,88.01,1,False,False,False,False,False,False,True
2,0,1,3,37,3,0,0,0,81.9,2,False,False,False,False,False,False,True
2,0,0,4,66,5,0,0,0,119.85,1,False,False,False,False,False,False,True
1,0,0,1,11,10,0,0,0,83.5,0,False,False,False,False,False,False,True
1,0,0,1,1,4,1,0,3,67.0,1,False,False,False,False,False,False,True
2,0,2,2,7,6,0,0,0,156.0,1,False,False,True,False,False,False,True
2,0,0,1,43,10,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,3,5,5,4,0,0,0,126.75,0,False,False,True,False,False,False,False
2,0,1,1,247,6,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,2,1,24,10,0,0,0,107.1,1,False,False,False,False,False,False,False
1,0,0,1,53,10,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,1,52,11,0,0,0,93.6,2,False,False,False,False,False,False,True
2,0,0,1,56,6,0,0,0,120.0,0,False,False,False,False,False,False,True
1,0,0,1,12,6,0,0,0,90.0,1,False,False,False,False,False,False,True
2,0,0,5,230,9,0,0,0,137.0,1,False,False,False,False,False,False,False
2,1,1,3,92,10,0,0,0,106.43,1,False,False,False,False,False,False,False
1,0,0,3,2,5,0,0,0,87.78,0,False,False,False,False,False,False,True
2,0,0,2,74,9,0,0,0,101.5,0,False,False,False,False,False,False,True
2,0,0,1,82,6,0,0,0,85.5,0,False,False,False,False,False,False,False
1,0,0,3,37,10,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,2,2,147,7,0,0,0,103.7,2,False,False,True,False,False,False,True
1,0,0,1,2,8,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,2,6,166,8,0,0,0,100.12,0,False,False,False,False,False,False,False
2,0,1,3,28,4,0,0,0,156.25,2,False,False,False,False,False,False,True
2,0,1,2,309,5,0,0,0,101.0,0,False,False,False,False,False,False,False
2,0,1,3,54,7,0,0,0,161.1,0,False,False,False,False,False,False,True
2,0,1,3,49,12,0,0,0,83.8,2,False,False,False,False,False,False,True
2,1,0,1,1,6,0,0,0,168.0,2,False,False,False,False,False,False,True
2,0,2,1,0,12,0,0,0,58.0,0,False,False,False,False,False,False,True
2,0,2,1,4,8,0,0,0,94.5,0,False,False,False,False,False,False,True
2,0,0,4,60,12,0,0,0,96.3,1,False,False,False,False,False,False,True
2,0,0,1,157,8,0,0,0,76.5,1,False,False,False,False,False,False,True
2,0,2,3,268,4,0,0,0,78.0,0,False,False,False,False,False,False,True
2,0,1,1,38,9,0,0,0,112.59,0,False,False,False,False,False,False,False
2,2,2,1,30,6,0,0,0,187.04,0,False,False,False,False,False,True,False
2,0,0,1,2,10,0,0,0,169.0,2,False,False,False,False,False,False,True
2,0,3,7,217,12,0,0,0,46.63,1,False,False,False,False,False,False,True
2,0,0,3,143,8,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,0,3,179,10,0,0,0,85.5,2,False,False,False,False,False,False,True
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
3,0,2,2,94,7,0,0,0,146.7,1,False,False,True,False,False,False,True
1,0,0,2,32,11,0,0,0,73.0,0,False,False,False,False,False,False,True
3,0,2,2,2,4,0,0,0,143.22,2,False,False,False,False,True,False,True
2,0,0,3,70,10,0,0,0,89.25,1,False,False,False,False,False,False,True
2,0,1,0,4,9,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,2,0,34,2,0,0,0,6.5,1,False,False,False,False,False,False,True
2,2,0,1,16,3,0,0,0,83.03,0,True,False,False,False,False,False,False
2,0,1,3,24,2,0,0,0,91.0,0,False,False,False,False,False,False,False
2,0,2,2,78,4,0,0,0,80.75,1,False,False,False,False,False,False,True
2,0,1,2,305,11,0,0,0,89.0,0,False,False,False,False,False,False,False
2,0,0,3,37,10,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,2,5,98,4,0,0,0,109.81,0,False,False,False,False,False,False,True
2,0,1,3,14,12,0,0,0,70.88,0,False,False,True,False,False,False,True
1,0,0,2,44,11,0,0,0,83.6,2,False,False,False,False,False,False,True
1,0,2,1,1,2,0,0,0,60.0,0,False,False,False,False,False,False,False
2,0,0,3,213,6,0,0,0,130.0,0,False,False,False,False,False,False,False
1,0,1,1,5,4,0,0,0,95.0,1,False,False,False,False,False,False,True
2,0,0,1,55,4,0,0,0,104.0,0,False,False,False,False,False,False,True
2,0,0,3,139,2,0,0,0,62.0,1,False,False,True,False,False,False,True
2,0,2,1,44,4,0,0,0,95.0,0,True,False,False,False,False,False,True
1,0,2,1,18,2,0,0,0,145.0,1,False,False,True,False,False,False,True
1,0,1,0,0,10,0,0,0,95.0,0,False,False,False,False,False,False,True
1,0,0,2,192,6,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,2,4,152,6,0,0,0,80.75,0,False,False,False,False,False,False,True
3,0,0,4,42,8,0,0,0,142.2,2,False,False,True,False,False,False,True
3,0,2,3,209,10,0,0,0,128.7,1,False,False,True,False,False,False,False
2,0,2,3,69,3,0,0,0,90.95,1,False,False,False,False,False,False,True
2,0,1,2,80,11,0,0,0,93.6,2,False,False,False,False,False,False,True
2,0,1,2,49,11,0,0,0,60.0,0,False,False,True,False,False,False,True
1,0,0,3,143,8,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,2,1,67,12,0,0,0,95.4,2,False,False,False,False,False,False,True
2,0,0,2,41,10,0,0,0,160.0,1,False,False,False,False,False,False,False
2,0,2,1,154,10,0,0,0,104.1,2,False,False,True,False,False,False,False
2,0,0,1,55,4,0,0,0,104.0,0,False,False,False,False,False,False,True
2,0,0,4,2,8,0,0,0,109.0,0,False,False,False,False,False,False,True
2,0,2,4,99,4,0,0,0,93.78,1,False,False,True,False,False,False,False
1,0,0,2,14,10,0,0,0,95.0,0,False,False,False,False,False,False,True
1,0,0,1,0,10,0,0,0,140.0,0,False,False,False,False,False,False,True
2,0,1,3,22,12,0,0,0,87.0,1,False,False,False,False,False,False,True
1,0,2,1,7,3,0,0,0,85.85,1,False,False,True,False,False,False,True
2,0,1,3,84,3,0,0,0,99.45,0,False,False,True,False,False,False,True
2,0,0,4,109,5,0,0,0,120.28,1,False,False,True,False,False,False,True
1,0,0,3,71,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,0,4,4,0,0,0,77.77,1,False,False,False,False,False,False,True
1,0,0,3,71,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,0,1,58,6,0,0,0,116.1,1,False,False,False,False,False,False,True
3,0,0,1,133,7,0,0,0,189.0,0,False,False,True,False,False,False,False
2,0,2,1,27,6,0,0,0,152.67,0,False,False,True,False,False,False,False
2,0,2,3,27,2,0,0,0,66.31,1,False,False,False,False,False,False,True
1,0,0,1,9,9,0,0,0,95.0,2,False,False,False,False,False,False,True
2,1,0,3,86,12,0,0,0,122.0,0,False,False,False,False,False,False,False
2,0,0,3,13,12,0,0,0,58.0,0,False,False,False,False,False,False,True
2,0,1,3,0,12,0,0,0,89.89,1,False,False,False,False,False,False,True
2,0,0,2,5,6,0,0,0,156.0,1,False,False,True,False,False,False,True
2,0,1,3,82,3,0,0,0,99.45,0,False,False,True,False,False,False,True
2,1,0,2,330,8,0,0,0,172.8,0,False,False,False,False,True,False,False
2,0,1,3,3,8,0,0,0,98.56,1,False,False,False,False,False,False,True
1,0,0,1,35,3,0,0,0,71.1,0,False,False,False,False,False,False,False
1,0,6,15,12,3,0,0,0,128.06,0,False,False,True,False,False,False,False
1,0,0,1,0,11,0,0,0,0.0,0,False,False,False,False,False,False,True
2,1,0,1,7,4,0,0,0,106.0,1,False,False,False,False,False,False,True
2,0,0,4,47,9,0,0,0,130.61,1,False,False,True,False,False,False,False
2,0,2,3,117,6,0,0,0,105.74,1,False,False,False,False,False,False,True
2,0,0,2,2,6,0,0,0,136.0,1,False,False,True,False,False,False,True
2,0,0,1,26,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,2,75,12,0,0,0,74.8,1,False,False,False,False,False,False,True
2,0,0,2,256,6,0,0,0,112.0,1,False,False,False,False,False,False,False
2,1,1,0,137,8,0,0,0,121.5,2,False,False,False,False,False,False,True
2,0,0,4,92,10,0,0,0,70.0,0,False,False,False,False,False,False,True
1,0,0,1,1,11,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,0,1,18,1,0,0,0,54.0,0,False,False,False,False,False,False,True
2,0,1,2,78,3,0,0,0,100.0,0,False,False,False,False,False,False,False
1,0,0,1,8,4,0,0,0,0.0,2,False,False,True,False,False,False,True
1,2,4,9,30,11,0,0,0,186.22,0,False,False,False,False,True,False,False
2,0,2,0,117,11,0,0,0,79.2,0,False,False,False,False,False,False,True
2,0,1,1,10,3,0,0,0,103.0,0,False,False,False,False,False,False,True
2,0,2,2,56,9,0,0,0,185.0,0,False,False,False,False,False,False,True
2,0,0,2,8,10,0,0,0,135.0,1,False,False,False,False,False,False,True
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,2,273,7,0,0,0,109.0,0,False,False,False,False,False,False,False
2,0,0,1,33,11,0,0,0,104.0,1,False,False,False,False,False,False,False
3,0,2,5,184,8,0,0,0,130.05,3,False,False,True,False,False,False,True
2,0,1,3,232,9,0,0,0,100.3,0,False,False,False,False,False,False,False
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,0,2,102,10,0,0,0,109.0,0,False,False,False,False,False,False,True
2,0,2,2,45,10,0,0,0,139.5,1,False,False,True,False,False,False,False
1,0,0,1,1,2,0,0,0,66.0,1,False,False,False,False,False,False,True
2,0,2,2,63,9,0,0,0,106.88,2,False,False,False,False,False,False,True
2,0,2,2,89,9,0,0,0,149.4,1,False,False,True,False,False,False,True
1,0,0,2,63,4,0,0,0,109.35,2,False,False,False,False,False,False,True
2,0,0,3,304,11,0,0,0,89.0,0,False,False,False,False,False,False,False
1,0,2,1,1,4,0,0,0,115.0,1,False,False,False,False,False,False,True
1,0,0,1,51,3,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,0,2,110,4,0,0,0,90.95,0,False,False,True,False,False,False,True
2,0,2,1,20,7,0,0,0,117.55,1,False,False,True,False,False,False,True
2,0,0,1,50,10,0,0,0,108.0,1,False,False,False,False,False,False,False
2,0,0,3,48,10,0,0,0,139.5,1,False,False,True,False,False,False,True
2,0,0,3,96,9,0,0,0,129.88,0,False,False,False,True,False,False,False
2,0,1,4,148,12,0,0,0,67.0,0,False,False,False,False,False,False,True
2,0,1,1,25,10,0,0,0,129.0,1,False,False,False,False,False,False,False
2,0,2,5,148,6,0,0,0,79.53,0,False,False,False,False,False,False,False
2,0,1,3,114,8,0,0,0,72.25,0,False,False,False,False,False,False,True
1,0,0,2,257,7,0,0,0,80.0,0,False,False,False,False,False,False,True
2,0,2,5,105,6,0,0,0,119.85,2,False,False,False,False,False,False,True
1,0,1,2,4,11,0,0,0,117.0,0,False,False,False,False,False,False,True
2,0,2,2,67,9,0,0,0,29.0,1,False,False,True,False,False,False,True
2,0,2,2,61,9,0,0,0,118.8,1,False,False,False,False,False,False,True
2,0,0,2,79,12,0,0,0,192.03,1,False,False,False,False,False,False,True
3,0,0,1,74,5,0,0,0,168.3,2,False,False,False,False,False,False,True
2,0,0,1,120,5,0,0,0,72.76,0,False,False,False,False,False,False,True
2,0,0,3,157,12,0,0,0,68.0,0,False,False,False,False,False,False,True
2,0,0,4,4,1,0,0,0,89.0,0,False,False,False,False,False,False,True
2,0,2,5,46,8,0,0,0,124.46,0,False,False,True,False,False,False,True
1,0,2,1,41,3,0,0,0,70.33,0,False,False,False,False,False,False,True
3,0,1,4,84,6,0,0,0,170.1,2,False,False,True,False,False,False,True
2,0,0,2,245,6,0,0,0,75.0,0,False,False,False,False,False,False,False
2,0,0,3,27,6,0,0,0,125.25,1,False,False,True,False,False,False,True
2,0,3,7,74,7,0,0,0,55.9,0,False,False,False,False,False,False,True
2,0,1,2,85,6,0,0,0,126.9,0,False,False,False,False,False,False,False
2,0,0,2,6,2,0,0,0,79.0,0,False,False,False,False,False,False,False
2,0,2,3,256,10,0,0,0,94.35,2,False,False,False,False,False,False,False
2,0,0,2,265,6,0,0,0,109.0,0,False,False,False,False,False,False,False
2,0,2,3,64,4,0,0,0,112.2,0,False,False,True,False,False,False,True
1,0,0,1,0,10,0,0,0,109.0,1,False,False,False,False,False,False,True
1,0,0,2,91,9,1,1,2,65.0,0,False,False,False,False,False,False,True
2,0,1,3,127,4,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,0,3,73,7,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,0,4,36,12,0,0,0,168.73,0,False,False,False,False,False,False,True
2,0,1,3,17,12,0,0,0,100.38,0,False,False,False,False,False,False,True
2,0,2,5,164,7,0,0,0,99.45,0,False,False,False,False,False,False,False
2,0,0,1,0,9,0,0,0,160.0,0,False,False,False,False,False,False,True
2,0,2,1,37,10,0,0,0,126.0,1,False,False,False,False,False,False,True
3,0,1,2,191,8,0,0,0,96.9,0,False,False,False,False,False,False,True
2,2,2,4,33,10,0,0,0,95.0,2,True,False,False,False,False,False,True
2,0,2,1,32,9,0,0,0,94.5,3,False,False,False,False,False,False,True
1,0,1,1,3,9,0,0,0,98.8,0,False,False,False,False,False,False,True
2,0,2,1,53,7,0,0,0,100.5,1,False,False,False,False,False,False,True
2,0,1,0,8,6,1,0,1,0.0,1,False,False,False,False,False,True,True
2,0,2,1,107,5,0,0,0,80.75,1,False,False,False,False,False,False,False
2,0,0,1,55,4,0,0,0,104.0,0,False,False,False,False,False,False,True
2,0,1,2,84,4,0,0,0,89.75,0,False,False,False,False,False,False,True
2,2,0,2,0,8,0,0,0,156.0,1,False,False,False,False,True,False,True
2,0,1,1,1,6,0,0,0,136.0,2,False,False,True,False,False,False,True
2,0,0,2,29,12,0,0,0,85.0,1,False,False,False,False,False,False,True
2,0,0,4,41,10,0,0,0,87.54,1,False,False,True,False,False,False,True
2,0,0,2,86,9,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,2,2,167,10,0,0,0,108.9,1,False,False,False,False,False,False,False
2,0,0,3,34,6,0,0,0,107.1,1,False,False,False,False,False,False,True
2,0,1,2,101,4,0,0,0,80.0,0,False,False,False,False,False,False,False
2,0,0,3,259,5,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,0,2,122,5,0,0,0,105.3,1,False,False,False,False,False,False,True
2,0,0,1,1,2,0,0,0,80.0,2,False,False,False,False,False,False,True
2,0,0,2,107,8,0,0,0,142.2,0,False,False,True,False,False,False,True
2,0,0,3,35,4,0,0,0,131.4,1,False,False,True,False,False,False,True
1,0,0,2,192,6,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,0,2,4,4,0,0,0,111.0,0,False,False,False,False,False,False,False
2,0,1,3,85,10,0,0,0,85.0,1,False,False,False,False,False,False,True
3,0,0,4,137,8,0,0,0,130.95,0,False,False,True,False,False,False,False
2,0,0,2,74,9,0,0,0,101.5,0,False,False,False,False,False,False,True
1,0,2,1,116,2,0,0,0,82.0,0,False,False,False,False,False,False,True
2,0,2,2,34,9,0,0,0,94.5,2,False,False,False,False,False,False,True
2,0,2,1,56,8,0,0,0,109.8,0,False,False,False,False,False,False,False
2,0,2,4,149,7,0,0,0,72.25,0,False,False,False,False,False,False,False
2,0,2,2,12,2,0,0,0,55.72,0,False,False,False,False,False,False,True
3,0,1,1,52,10,0,0,0,158.4,1,False,False,True,False,False,False,False
2,0,1,4,191,3,0,0,0,69.0,0,False,False,True,False,False,False,True
2,0,0,3,37,10,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,0,3,57,12,0,0,0,219.6,0,False,False,True,False,False,False,False
1,0,2,3,9,1,0,0,0,44.8,0,False,False,False,False,False,False,True
2,0,0,1,7,10,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,1,2,78,3,0,0,0,100.0,0,False,False,False,False,False,False,False
2,0,0,1,0,6,0,0,0,109.0,0,False,False,False,False,False,False,True
